Core Code,Site Name,Item Description,Latitude,Latitude Hemisphere,Longitude,Longitude Hemisphere,physical_coordinates,Geometry WKT,Country,Region,Altitude,Water Depth,Collection Year,Collection Date,Project,Core Type,Format,Recovery Length,Storage Location,Delivered To,Chief Scientist,Cruise Name,Cruise Leader,Core Provider,Owner,Age Uncalibrated,Age Uncalibrated SD,Basal Age,Basal Age Calibrated,Oldest Sample Age,Publication,Cruise Report,Notes,Comments,
sample_alias,locality,description,decimalLatitude,LatitudeHemisphere,decimalLongitude,LongitudeHemisphere,physical_coordinates,footprintWKT,geo_loc_name,higherGeography,elev,depth,year,collection_date,project_name,samplingProtocol,preparationType,core_length,storage_location,custodian,collected_by,eventID,recordedBy,institutionCode,ownerInstitutionCode,age,ageUncertainty,basal_age_14C_BP,basal_age_cal_BP,oldest_sample_age_cal_BP,bibliographicCitation,associatedReferences,occurrenceRemarks,eventRemarks,source
F1715,Vestfjorden/lofotenområdet,JM03-505 1-2 work,66.99983333,N,9.862166667,E,01.19.10.05,POINT(9.862166667 66.99983333),,,,426,2003,01.06.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,220,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
F1716,Vestfjorden/lofotenområdet,JM03-505 0-1 work,66.99983333,N,9.862166667,E,01.19.10.05,POINT(9.862166667 66.99983333),,,,426,2003,01.06.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,220,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
F1717,Vestfjorden/lofotenområdet,JM03-502 0-1 work,67.4765,N,13.64483333,E,01.19.10.06,POINT(13.64483333 67.4765),,,,?,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,230,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
F1721,Vestfjorden/lofotenområdet,JM03-505 2-2.4 work,66.99983333,N,9.862166667,E,01.19.11.01 together F2209,POINT(9.862166667 66.99983333),,,,426,2003,01.06.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,220,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
F2146,Vestfjorden/lofotenområdet,JM03-499 1-2.25,67.79383333,N,14.245,E,01.20.04.02,POINT(14.245 67.79383333),,,,333,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,220,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
F2147,Vestfjorden/lofotenområdet,JM03-499 0-1,67.79383333,N,14.245,E,01.20.04.03,POINT(14.245 67.79383333),,,,333,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,220,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
K2210,Vestfjorden/lofotenområdet,JM03-501 0-1m work,67.5835,N,13.847,E,01.20.04.06,POINT(13.847 67.5835),,,,304,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,400,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,https://doi.org/10.1016/j.yqres.2007.01.014,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
K2211,Vestfjorden/lofotenområdet,JM03-501 2-3 m work,67.5835,N,13.847,E,01.20.04.06,POINT(13.847 67.5835),,,,304,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,400,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,https://doi.org/10.1016/j.yqres.2007.01.014,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
K2212,Vestfjorden/lofotenområdet,JM03-501 3-4.15m work,67.5835,N,13.847,E,01.20.04.07,POINT(13.847 67.5835),,,,304,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,400,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,https://doi.org/10.1016/j.yqres.2007.01.014,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
K2213,Vestfjorden/lofotenområdet,JM03-501 3- 4.15m A,67.5835,N,13.847,E,01.19.14.01,POINT(13.847 67.5835),,,,304,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,400,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,https://doi.org/10.1016/j.yqres.2007.01.014,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
K2214,Vestfjorden/lofotenområdet,JM03- 501 1-2 m work,67.5835,N,13.847,E,01.19.14.01,POINT(13.847 67.5835),,,,304,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,400,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,https://doi.org/10.1016/j.yqres.2007.01.014,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
K2215,Vestfjorden/lofotenområdet,JM03- 501 1-2 m A,67.5835,N,13.847,E,01.19.14.02,POINT(13.847 67.5835),,,,304,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,400,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,https://doi.org/10.1016/j.yqres.2007.01.014,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
K2217,Vestfjorden/lofotenområdet,JM03-501 2-3 m A,67.5835,N,13.847,E,01.19.14.03,POINT(13.847 67.5835),,,,304,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,400,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,https://doi.org/10.1016/j.yqres.2007.01.014,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
K2218,Vestfjorden/lofotenområdet,JM03-499 0-1 m A,67.79383333,N,14.245,E,01.19.14.03,POINT(14.245 67.79383333),,,,333,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Dtube,220,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
F1950,Central Faeroe–Shetland Channel,LINK 15#9,61.7513,N,-2.6732,W,01.22.15.07,POINT(-2.6732 61.7513),,,,1602,2000,dd.08.2000,,Trigger Core,Dtube,Not available,,,,Not available,Not available,,IG,,,,,,https://doi.org/10.1016/S0012-821X(03)00675-7; https://doi.org/10.1016/j.quascirev.2006.12.005; https://doi.org/10.1144/SP398.2; https://dx.doi.org/10.1144/SP398.3; https://doi.org/10.1016/S0025-3227(03)00219-6,,,"RV Dana by GEUS, Geological Survey of Denmark and Greenland. Information from published paper and Rasmussen, Tine",Floyalager
F2997,Continental slope off the Lofoten Islands,"GS10-163-3PC 429,5-450 archive",68.08496333,N,9.869948333,E,"01.21.06.01 together F2998, F2999",POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F2998,Continental slope off the Lofoten Islands,GS10-163-3PC 0-30 work,68.08496333,N,9.869948333,E,"01.21.06.01 together F2997, F2999",POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F2999,Continental slope off the Lofoten Islands,GS10-163-3PC 1082-1116 work,68.08496333,N,9.869948333,E,"01.21.06.01 together F2998, F2997",POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3000,Continental slope off the Lofoten Islands,"GS10-163-3PC 429,5-450 work",68.08496333,N,9.869948333,E,"01.21.06.02 together with F3001, F3002",POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3001,Continental slope off the Lofoten Islands,GS10-163-3PC 0-30 archive,68.08496333,N,9.869948333,E,"01.21.06.02 together with F3002, F3000",POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3002,Continental slope off the Lofoten Islands,GS10-163-3PC 1082-1116 archive,68.08496333,N,9.869948333,E,"01.21.06.02 together with F3001, F3000",POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3003,Continental slope off the Lofoten Islands,"GS10-163-3PC 1315,5-1415 work",68.08496333,N,9.869948333,E,01.21.06.02,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3004,Continental slope off the Lofoten Islands,"GS10-163-3PC 1514,5-1614,5 work",68.08496333,N,9.869948333,E,01.21.06.03,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3005,Continental slope off the Lofoten Islands,"GS10-163-3PC 1415-1514,5 work",68.08496333,N,9.869948333,E,01.21.06.03,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3006,Continental slope off the Lofoten Islands,GS10-163-3PC 1023-1082 work,68.08496333,N,9.869948333,E,01.21.06.04,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3012,Continental slope off the Lofoten Islands,GS10-163-3PC 1023-1082 archive,68.08496333,N,9.869948333,E,01.21.06.05,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3007,Continental slope off the Lofoten Islands,GS10-163-3PC 30-130 archive,68.08496333,N,9.869948333,E,01.21.06.04,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3008,Continental slope off the Lofoten Islands,GS10-163-3PC 130-230 archive,68.08496333,N,9.869948333,E,01.21.04.02,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3009,Continental slope off the Lofoten Islands,"GS10-163-3PC 1116-1215,5 work",68.08496333,N,9.869948333,E,01.21.04.02,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3010,Continental slope off the Lofoten Islands,GS10-163-3PC 723-823 work,68.08496333,N,9.869948333,E,01.21.04.03,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3011,Continental slope off the Lofoten Islands,GS10-163-3PC 230-330 work,68.08496333,N,9.869948333,E,01.21.04.03,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3013,Continental slope off the Lofoten Islands,GS10-163-3PC 130-230 work,68.08496333,N,9.869948333,E,01.21.04.04,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3014,Continental slope off the Lofoten Islands,GS10-163-3PC 230-330 archive,68.08496333,N,9.869948333,E,01.21.04.04,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3015,Continental slope off the Lofoten Islands,"GS10-163-3PC 330-429,5 archive",68.08496333,N,9.869948333,E,01.21.04.05,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3016,Continental slope off the Lofoten Islands,GS10-163-3PC 450-524 archive,68.08496333,N,9.869948333,E,01.21.06.05,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3017,Continental slope off the Lofoten Islands,"GS10-163-3PC 330-429,5 work",68.08496333,N,9.869948333,E,01.21.04.05,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3018,Continental slope off the Lofoten Islands,GS10-163-3PC 450-524 work,68.08496333,N,9.869948333,E,01.21.06.06,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3019,Continental slope off the Lofoten Islands,GS10-163-3PC 524-624 work,68.08496333,N,9.869948333,E,01.21.06.06,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3020,Continental slope off the Lofoten Islands,GS10-163-3PC 30-130 work,68.08496333,N,9.869948333,E,01.21.06.07,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3021,Continental slope off the Lofoten Islands,"GS10-163-3PC 1116-1215,5 archive",68.08496333,N,9.869948333,E,01.21.04.06,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3022,Continental slope off the Lofoten Islands,"GS10-163-3PC 1415-1514,5 archive",68.08496333,N,9.869948333,E,01.21.04.06,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3023,Continental slope off the Lofoten Islands,"GS10-163-3PC 1315,5-1415 archive",68.08496333,N,9.869948333,E,01.21.06.07,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3024,Continental slope off the Lofoten Islands,GS10-163-3PC 524-624 archive,68.08496333,N,9.869948333,E,01.21.04.07,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3025,Continental slope off the Lofoten Islands,GS10-163-3PC 723-823 archive,68.08496333,N,9.869948333,E,01.21.04.07,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F3026,Continental slope off the Lofoten Islands,"GS10-163-3PC 1514,5-1614,5 archive",68.08496333,N,9.869948333,E,01.21.04.08,POINT(9.869948333 68.08496333),,,,1178,2010,dd.06.2010,,Calypso Core,Dtube,1600,,,,R/V G.O. Sars,Not available,,IG,,,,,,https://doi.org/10.1002/2013JF003068; https://dx.doi.org/10.1111/bor.12118,,,Information retrieved from the published paper,Floyalager
F1273,North Faroe(old ENAM21),JM11-FI-14PC#7,62.764248,N,-3.882921833,W,01.14.01.08,POINT(-3.882921833 62.764248),,,,1042.3,2011,30.04.2011,Paleo-CIRCUS,Piston Core,Unopened,1105,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1268,North Faroe(old ENAM21),JM11-FI-14PC#11,62.764248,N,-3.882921833,W,01.14.01.03,POINT(-3.882921833 62.764248),,,,1042.3,2011,30.04.2011,Paleo-CIRCUS,Piston Core,Unopened,1105,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1269,North Faroe(old ENAM21),JM11-FI-14PC#10,62.764248,N,-3.882921833,W,01.14.01.04,POINT(-3.882921833 62.764248),,,,1042.3,2011,30.04.2011,Paleo-CIRCUS,Piston Core,Unopened,1105,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1270,North Faroe(old ENAM21),JM11-FI-14PC#4,62.764248,N,-3.882921833,W,01.14.01.05,POINT(-3.882921833 62.764248),,,,1042.3,2011,30.04.2011,Paleo-CIRCUS,Piston Core,Unopened,1105,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1271,North Faroe(old ENAM21),JM11-FI-14PC#9,62.764248,N,-3.882921833,W,01.14.01.06,POINT(-3.882921833 62.764248),,,,1042.3,2011,30.04.2011,Paleo-CIRCUS,Piston Core,Unopened,1105,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1272,North Faroe(old ENAM21),JM11-FI-14PC#8,62.764248,N,-3.882921833,W,01.14.01.07,POINT(-3.882921833 62.764248),,,,1042.3,2011,30.04.2011,Paleo-CIRCUS,Piston Core,Unopened,1105,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1263,North Faroe(old ENAM21),JM11-FI-14PC#2,62.764248,N,-3.882921833,W,01.13.15.03,POINT(-3.882921833 62.764248),,,,1042.3,2011,30.04.2011,Paleo-CIRCUS,Piston Core,Unopened,1105,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1264,North Faroe(old ENAM21),JM11-FI-14PC#1,62.764248,N,-3.882921833,W,01.13.15.02,POINT(-3.882921833 62.764248),,,,1042.3,2011,30.04.2011,Paleo-CIRCUS,Piston Core,Unopened,1105,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1265,North Faroe(old ENAM21),JM11-FI-14PC#5,62.764248,N,-3.882921833,W,01.13.15.01,POINT(-3.882921833 62.764248),,,,1042.3,2011,30.04.2011,Paleo-CIRCUS,Piston Core,Unopened,1105,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1266,North Faroe(old ENAM21),JM11-FI-14PC#3,62.764248,N,-3.882921833,W,01.14.01.01,POINT(-3.882921833 62.764248),,,,1042.3,2011,30.04.2011,Paleo-CIRCUS,Piston Core,Unopened,1105,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1267,North Faroe(old ENAM21),JM11-FI-14PC#6,62.764248,N,-3.882921833,W,01.14.01.02,POINT(-3.882921833 62.764248),,,,1042.3,2011,30.04.2011,Paleo-CIRCUS,Piston Core,Unopened,1105,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1258,Faroe-Shetland Channel,JM11-FI-16GC#2,62.2329055,N,-3.057881,W,01.13.15.08,POINT(-3.057881 62.2329055),,,,1122.2,2011,01.05.2011,Paleo-CIRCUS,Gravity Core,Unopened,580,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1259,Faroe-Shetland Channel,JM11-FI-16GC#5,62.2329055,N,-3.057881,W,01.13.15.07,POINT(-3.057881 62.2329055),,,,1122.2,2011,01.05.2011,Paleo-CIRCUS,Gravity Core,Unopened,580,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1260,Faroe-Shetland Channel,JM11-FI-16GC#3,62.2329055,N,-3.057881,W,01.13.15.06,POINT(-3.057881 62.2329055),,,,1122.2,2011,01.05.2011,Paleo-CIRCUS,Gravity Core,Unopened,580,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1261,Faroe-Shetland Channel,JM11-FI-16GC#6,62.2329055,N,-3.057881,W,01.13.15.05,POINT(-3.057881 62.2329055),,,,1122.2,2011,01.05.2011,Paleo-CIRCUS,Gravity Core,Unopened,580,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1262,Faroe-Shetland Channel,JM11-FI-16GC#1,62.2329055,N,-3.057881,W,01.13.15.04,POINT(-3.057881 62.2329055),,,,1122.2,2011,01.05.2011,Paleo-CIRCUS,Gravity Core,Unopened,580,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F6304,North Faroe,JM11-FI-19-PC #3 archive,62.81629817,N,-3.867266833,W,02.09.10.04,POINT(-3.867266833 62.81629817),,,,1179,2011,02.05.2011,Paleo-CIRCUS,Piston Core,Dtube,1124,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,https://dx.doi.org/10.1002/2016GC006325; https://dx.doi.org/10.1038/ncomms12247; https://doi.org/10.1016/j.quascirev.2014.04.031; https://doi.org/10.1130/G35579.1; https://dx.doi.org/10.1144/SP398.3; https://dx.doi.org/10.1038/NCOMMS14498; https://dx.doi.org/10.1002/2016PA003053; https://dx.doi.org/10.1002/2015GC006073,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
,North Faroe,JM11-FI-19-PC-#8 Work,62.81629817,N,-3.867266833,W,Not available,POINT(-3.867266833 62.81629817),,,,1179,2011,02.05.2011,Paleo-CIRCUS,Piston Core,,1124,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,https://dx.doi.org/10.1002/2016GC006325; https://dx.doi.org/10.1038/ncomms12247; https://doi.org/10.1016/j.quascirev.2014.04.031; https://doi.org/10.1130/G35579.1; https://dx.doi.org/10.1144/SP398.3; https://dx.doi.org/10.1038/NCOMMS14498; https://dx.doi.org/10.1002/2016PA003053; https://doi.org/10.1016/j.palaeo.2019.03.006,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
,North Faroe,JM11-FI-19-PC-#2 Work,62.81629817,N,-3.867266833,W,Not available,POINT(-3.867266833 62.81629817),,,,1179,2011,02.05.2011,Paleo-CIRCUS,Piston Core,,1124,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,https://dx.doi.org/10.1002/2016GC006325; https://dx.doi.org/10.1038/ncomms12247; https://doi.org/10.1016/j.quascirev.2014.04.031; https://doi.org/10.1130/G35579.1; https://dx.doi.org/10.1144/SP398.3; https://dx.doi.org/10.1038/NCOMMS14498; https://dx.doi.org/10.1002/2016PA003053; https://doi.org/10.1016/j.palaeo.2019.03.006,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
